epoch,train_loss,train_accuracy,test_accuracy
0,0.07298835148865526,0.013553103885135136,0.0177029702970297
1,0.07019287902523172,0.025694151182432432,0.033782178217821784
2,0.06810334541580892,0.040157833614864864,0.04455445544554455
3,0.06597470234740864,0.0590160472972973,0.07247524752475247
4,0.06193760367279702,0.10245988175675676,0.12463366336633663
5,0.05627062957056543,0.16133076435810811,0.1742178217821782
6,0.05077787341719324,0.2252296241554054,0.25302970297029703
7,0.04605680963193828,0.2853542018581081,0.29524752475247523
8,0.04206532391296192,0.33552839949324326,0.2893465346534653
9,0.038504674922336224,0.38367029138513514,0.35326732673267325
10,0.035290458803488446,0.42885610219594594,0.3526336633663366
11,0.03225305061787367,0.46923828125,0.4089504950495049
12,0.029820514863187618,0.5024018158783784,0.47017821782178215
13,0.02775615253570404,0.5326620565878378,0.4051881188118812
14,0.02581789720295505,0.5622228673986487,0.45992079207920794
15,0.02437967112287879,0.581714527027027,0.5038811881188119
16,0.02281692509962754,0.6032516891891891,0.4796039603960396
17,0.021560846696692434,0.6233372043918919,0.4889108910891089
18,0.020456610569222405,0.6367319467905406,0.4975841584158416
19,0.019411585295403544,0.6554317989864865,0.5292277227722773
20,0.018532053939151496,0.6691828547297297,0.5065346534653465
21,0.01766619631258601,0.6828679265202703,0.504990099009901
22,0.017148373093964022,0.6901261613175675,0.5137821782178218
23,0.0163675149644471,0.7027554898648649,0.5089108910891089
24,0.015868702082556082,0.7113861908783784,0.5213465346534654
25,0.015395324496467683,0.7162294130067568,0.5367128712871287
26,0.014974692507054316,0.7230785472972973,0.5321584158415842
27,0.014636542902497407,0.7293470228040541,0.5245544554455446
28,0.014274065133014864,0.7348764780405406,0.5522772277227723
29,0.013956941917792641,0.7403399493243243,0.5201584158415842
30,0.004385221282507039,0.9310335726351351,0.7397227722772277
