epoch,train_loss,train_accuracy,test_accuracy
0,0.07258613317527556,0.01957084037162162,0.029465346534653464
1,0.06843869668516246,0.03739970439189189,0.05631683168316832
2,0.065319978130812,0.06711887668918919,0.07433663366336633
3,0.06145043672824447,0.1058250633445946,0.11904950495049504
4,0.05535545202818784,0.17447476773648649,0.20388118811881187
5,0.049211608977480364,0.24597497888513514,0.2386138613861386
6,0.044066740260882815,0.3129618876689189,0.27152475247524754
7,0.03935846487398852,0.37274334881756754,0.28297029702970294
8,0.03523730032653971,0.42787953969594594,0.34918811881188117
9,0.03177160173485225,0.47714315878378377,0.42487128712871286
10,0.028787015107544986,0.5201646959459459,0.4244356435643564
11,0.026223907809365878,0.557155299831081,0.4946138613861386
12,0.023980391878126697,0.5908730996621622,0.4554851485148515
13,0.02221067161383954,0.616725612331081,0.47445544554455443
14,0.020547068631276488,0.6391073690878378,0.488990099009901
15,0.01920798758976161,0.6590213260135135,0.558930693069307
16,0.01806280012327162,0.6790012668918919,0.511009900990099
17,0.01703821244903586,0.6937024915540541,0.5455841584158416
18,0.01619932787577537,0.7078626478040541,0.5818613861386138
19,0.015498675729402086,0.715160472972973,0.5735445544554455
20,0.014892598432065411,0.7266548775337838,0.5771485148514851
21,0.014191368152387439,0.7398384712837838,0.5441584158415842
22,0.01386540081182664,0.7444441511824325,0.5501782178217822
23,0.013319290304048492,0.7510821368243243,0.567089108910891
24,0.0128181242748079,0.7600955447635135,0.6113663366336634
25,0.012580415875312279,0.7645296663851351,0.5664950495049504
26,0.012290417433039031,0.7707717483108109,0.5899009900990099
27,0.012039612201889132,0.7725929054054054,0.5166336633663366
28,0.01167125053449788,0.778782200168919,0.5656633663366336
29,0.011637131383811887,0.7803394214527027,0.5537821782178218
30,0.003067551700514741,0.9532833614864865,0.7660594059405941
