epoch,train_loss,train_accuracy,test_accuracy
0,0.07188235866075213,0.024506440033783782,0.04518811881188119
1,0.06553706269711256,0.06475665118243243,0.0899009900990099
2,0.06106812478466468,0.10952016469594594,0.13437623762376238
3,0.05707313548096202,0.15090529983108109,0.1860990099009901
4,0.053065329773182214,0.19671135979729729,0.1910891089108911
5,0.049070328152315185,0.24775654560810811,0.23295049504950496
6,0.04511835063892332,0.3010319890202703,0.29865346534653464
7,0.041655570614066995,0.3463497677364865,0.3453069306930693
8,0.038578046937896446,0.3895824535472973,0.32653465346534655
9,0.035936586277728735,0.4245671452702703,0.4438811881188119
10,0.033709600530564786,0.45782305743243246,0.4453069306930693
11,0.03173868519677358,0.48667124155405406,0.4284356435643564
12,0.030055109717967834,0.5102407094594594,0.46772277227722775
13,0.02869142379442399,0.528637035472973,0.4548118811881188
14,0.027428577190095726,0.5447107263513513,0.450970297029703
15,0.026297868193889205,0.5620249155405406,0.48495049504950494
16,0.02534984051842581,0.5748258023648649,0.48035643564356434
17,0.024405049489472398,0.5894742398648649,0.517980198019802
18,0.023682488656856796,0.5982764991554054,0.4817425742574257
19,0.022926462167365987,0.610180004222973,0.5016237623762376
20,0.02213459508916871,0.6224926097972973,0.5234455445544555
21,0.021551824340766128,0.6290646114864865,0.524950495049505
22,0.021060432998294177,0.6383287584459459,0.5336237623762377
23,0.020335308463228022,0.6471310177364865,0.5207524752475248
24,0.02003185888498344,0.6524625211148649,0.5274059405940594
25,0.019595840686339547,0.6580183699324325,0.5380990099009901
26,0.01902368368411606,0.6669394003378378,0.4685544554455446
27,0.01870110106993128,0.6712811444256757,0.5506534653465347
28,0.018343380019068715,0.6777475717905406,0.5447128712871288
29,0.018138694827106193,0.680202174831081,0.5502574257425743
30,0.007290568932763892,0.8797244510135135,0.69009900990099
