epoch,train_loss,train_accuracy,test_accuracy
0,0.07315705573016949,0.013091216216216216,0.02174257425742574
1,0.06870392350310629,0.0371753589527027,0.04724752475247525
2,0.06500382733954625,0.0680030616554054,0.08384158415841585
3,0.06126373740082438,0.10614178631756757,0.13940594059405942
4,0.057108038308268244,0.15335990287162163,0.1843960396039604
5,0.0522843019596555,0.20803420608108109,0.2182970297029703
6,0.047624921277165416,0.26379064611486486,0.25564356435643565
7,0.043271456343883824,0.31727723817567566,0.24233663366336633
8,0.039454651712016627,0.3678341427364865,0.2873267326732673
9,0.03599439842118458,0.41440561655405406,0.37596039603960396
10,0.03292245096611706,0.4570576435810811,0.29635643564356434
11,0.030475034982982,0.4907358530405405,0.4279207920792079
12,0.028214727982201357,0.5245988175675675,0.4299009900990099
13,0.026313918625766583,0.549976245777027,0.4857029702970297
14,0.024553668311881747,0.5761586782094594,0.4436831683168317
15,0.02305539155632935,0.5983688766891891,0.4961188118811881
16,0.021779840528457002,0.6162769214527027,0.4982178217821782
17,0.020665608321062543,0.6323110219594594,0.4562772277227723
18,0.019589503741061144,0.6502982474662162,0.48558415841584157
19,0.01867745310237462,0.6657120988175675,0.5202376237623763
20,0.017928623571483924,0.6765994510135135,0.46463366336633666
21,0.01720948737876659,0.6868929476351351,0.4952871287128713
22,0.0167857379195365,0.6935045396959459,0.5004752475247525
23,0.016257278894666924,0.7006440033783784,0.5176237623762376
24,0.015695724723521955,0.7099741342905406,0.5041584158415842
25,0.01532655755523592,0.7173907305743243,0.5346534653465347
26,0.015003238513811745,0.7199904983108109,0.5108910891089109
27,0.014502841769294304,0.72900390625,0.523960396039604
28,0.014186190763827074,0.7331213048986487,0.5163168316831683
29,0.013989409937269309,0.7364600929054054,0.49255445544554455
30,0.004255225940088911,0.9307828336148649,0.6856633663366337
