epoch,train_loss,train_accuracy,test_accuracy
0,0.07333517670631409,0.014740815033783784,0.02510891089108911
1,0.07001234039664268,0.028386296452702704,0.04205940594059406
2,0.06750380962409756,0.0478515625,0.07215841584158415
3,0.06489795373583382,0.07291226773648649,0.08376237623762377
4,0.06267382320693947,0.09480574324324324,0.10487128712871287
5,0.06012698917226358,0.12290171030405406,0.1457029702970297
6,0.05743538352576169,0.15292440878378377,0.15085148514851485
7,0.05472501360218633,0.18203652871621623,0.20312871287128711
8,0.052230697206475524,0.21228357263513514,0.1849108910891089
9,0.049771789369935336,0.2432960304054054,0.239009900990099
10,0.04760325756939975,0.2700327280405405,0.2548118811881188
11,0.045386736884035855,0.29724451013513514,0.29017821782178216
12,0.04316487142646855,0.32651499155405406,0.2903366336633663
13,0.041137899455021734,0.3542546452702703,0.2689108910891089
14,0.03949432393874635,0.37489442567567566,0.34887128712871285
15,0.03804407193748789,0.3959301097972973,0.352
16,0.03668497310104696,0.41270323057432434,0.3521980198019802
17,0.03545266246761788,0.43051889780405406,0.38855445544554457
18,0.03433603671294722,0.44217166385135137,0.36407920792079207
19,0.03319969075477936,0.4570972339527027,0.4055841584158416
20,0.03230278608812527,0.47175886824324326,0.4264158415841584
21,0.03142128912393343,0.48380753800675674,0.386970297029703
22,0.03054349408061667,0.49441775760135137,0.41128712871287126
23,0.029617609788071028,0.5076277449324325,0.41877227722772276
24,0.02903230453079397,0.5154270481418919,0.41556435643564354
25,0.028182451423596246,0.527660472972973,0.41128712871287126
26,0.02755217106166211,0.5367662584459459,0.40835643564356433
27,0.02692344878715548,0.5443148226351351,0.40273267326732676
28,0.026272853054952895,0.5546743032094594,0.4133465346534653
29,0.02571175703948195,0.5621040962837838,0.39944554455445547
30,0.01245599563064223,0.7922429265202703,0.5594059405940595
