epoch,train_loss,train_accuracy,test_accuracy
0,0.07353501189838756,0.010689400337837838,0.015801980198019802
1,0.06994676726108248,0.02681587837837838,0.03786138613861386
2,0.06772331458601086,0.04286317567567568,0.04376237623762376
3,0.0652843805978244,0.06736961570945946,0.07457425742574257
4,0.0612119900028814,0.1085304054054054,0.12522772277227723
5,0.05670235363258557,0.15857263513513514,0.16764356435643565
6,0.05235317528586496,0.20821896114864866,0.17508910891089108
7,0.04829887415536425,0.2565983952702703,0.22784158415841585
8,0.044458587769080286,0.30166543496621623,0.24978217821782178
9,0.04120713957500728,0.34484533361486486,0.20708910891089108
10,0.03834453989158977,0.3847524282094595,0.29877227722772276
11,0.035688349824737425,0.4175200591216216,0.25413861386138614
12,0.03356339618394321,0.4455368454391892,0.33762376237623765
13,0.03125172027471391,0.47839685388513514,0.3692277227722772
14,0.029396806994283743,0.5044869087837838,0.42114851485148513
15,0.02769191509282047,0.5320813978040541,0.3912871287128713
16,0.026085688420994714,0.5525364231418919,0.4033663366336634
17,0.024682884770868854,0.5724635768581081,0.40986138613861384
18,0.02366882641630417,0.586742504222973,0.44146534653465347
19,0.02254800404591317,0.6025390625,0.447009900990099
20,0.0214388925886967,0.6195629222972973,0.3976633663366337
21,0.020797636360776695,0.6295396959459459,0.43623762376237624
22,0.019924368010833863,0.6403478673986487,0.442970297029703
23,0.01929497176103971,0.6533335092905406,0.4506138613861386
24,0.01857172829522328,0.6631651182432432,0.43037623762376237
25,0.018022203661332073,0.6705553209459459,0.43766336633663366
26,0.01761019523848187,0.6786317567567568,0.4366732673267327
27,0.017058708026835862,0.6868005701013513,0.4619009900990099
28,0.016818418500690976,0.6886745143581081,0.43655445544554455
29,0.016397544982927767,0.6963814400337838,0.4257029702970297
30,0.005190876431720839,0.9136929898648649,0.6307722772277228
