epoch,train_loss,train_accuracy,test_accuracy
0,0.07254371515051884,0.019861169763513514,0.040514851485148516
1,0.06552320253103973,0.06454550253378379,0.06697029702970297
2,0.06179762021384458,0.0991870777027027,0.12633663366336634
3,0.05877574109218338,0.13101773648648649,0.1360792079207921
4,0.05558569917963308,0.16897170608108109,0.17976237623762376
5,0.05218914808197454,0.21034364442567569,0.22277227722772278
6,0.04905670024454594,0.2509897592905405,0.24954455445544554
7,0.045945853540165865,0.2897751266891892,0.2946138613861386
8,0.04326593665914102,0.3251293285472973,0.3119207920792079
9,0.04070606966248968,0.3577122043918919,0.36174257425742573
10,0.038583870098333466,0.3884211359797297,0.3402772277227723
11,0.03621950038285418,0.41938080658783783,0.4027722772277228
12,0.034171598474071786,0.44805743243243246,0.38475247524752476
13,0.03232003388587724,0.47398912584459457,0.42007920792079206
14,0.030856504650278525,0.4971362964527027,0.46403960396039606
15,0.029450320327146493,0.5161792652027027,0.45065346534653467
16,0.02833623386750167,0.5311840160472973,0.45714851485148517
17,0.02715511433610862,0.5457532728040541,0.471049504950495
18,0.026200614488598974,0.5613782728040541,0.4885148514851485
19,0.025195986427028073,0.5756308065878378,0.5251089108910891
20,0.024354521976783873,0.5864785684121622,0.47306930693069305
21,0.023745092404159632,0.5994114231418919,0.47897029702970295
22,0.023027793041176418,0.6035552153716216,0.5097029702970297
23,0.022362153538587417,0.6158810177364865,0.4758415841584158
24,0.021774011897769844,0.6231128589527027,0.5105742574257426
25,0.021315553623505613,0.6301863386824325,0.4694257425742574
26,0.02078311266631565,0.6381703969594594,0.47615841584158414
27,0.0203209372584454,0.6450723184121622,0.5062574257425743
28,0.019888658749616962,0.6535842483108109,0.4658613861386139
29,0.01946353861723434,0.6599055109797297,0.4758415841584158
30,0.008199634711596775,0.8628721494932432,0.6675643564356436
