epoch,train_loss,train_accuracy,test_accuracy
0,0.07296278087930247,0.016047297297297296,0.022178217821782177
1,0.06740740893239325,0.045806059966216214,0.06471287128712871
2,0.06380499149588022,0.08282305743243243,0.10479207920792079
3,0.05896929596635429,0.13510874155405406,0.17778217821782177
4,0.05184285713867707,0.21442145270270271,0.2264950495049505
5,0.045803611610423435,0.2861196157094595,0.2594059405940594
6,0.04078199892728166,0.35223553631756754,0.2856237623762376
7,0.03667648615315556,0.40850665118243246,0.40649504950495047
8,0.03302634303712032,0.4599609375,0.3809108910891089
9,0.029763384502042422,0.5065588048986487,0.48158415841584157
10,0.02710366852327504,0.5439453125,0.4575049504950495
11,0.024869025297124273,0.5779930320945946,0.4585742574257426
12,0.02276480604979125,0.6085567989864865,0.5304554455445545
13,0.02106271257370033,0.6356630067567568,0.5415445544554456
14,0.019467549880289217,0.6560256545608109,0.4868910891089109
15,0.018296991304748444,0.6767182221283784,0.5342574257425743
16,0.0172127578987486,0.6922640413851351,0.4838019801980198
17,0.016193433666432448,0.7100269214527027,0.551009900990099
18,0.015456899892200122,0.7208878800675675,0.5491485148514852
19,0.01472325233446265,0.7331345016891891,0.5417821782178218
20,0.014150490036064927,0.7419763513513513,0.5505346534653466
21,0.013436233427968215,0.7514516469594594,0.5645544554455445
22,0.013087928113527596,0.7579708614864865,0.5445544554455446
23,0.012811587052419783,0.7614416173986487,0.5729108910891089
24,0.012269809552129696,0.7712864231418919,0.5693465346534653
25,0.012110681178640914,0.7730415962837838,0.563049504950495
26,0.011676135823257607,0.7803526182432432,0.6156831683168317
27,0.01147354877236384,0.7837309966216216,0.5352475247524753
28,0.01119269981493496,0.7870565878378378,0.6102970297029703
29,0.011134033903733574,0.7898279138513513,0.5593267326732674
30,0.0030353941650405015,0.9525839315878378,0.7847920792079208
